x,y,variable_index,value
0,12,2,0.03226732483936257
1,12,0,0.8819883853811367
1,12,1,0.027935602986864736
1,12,2,0.025103641871218704
2,12,0,0.8725166525432974
2,12,1,0.030936345776175656
2,12,2,0.030131661433632485
3,12,0,0.8850742469615023
3,12,1,0.040347636555964315
3,12,2,0.03142516041927886
4,12,0,0.892318976950804
4,12,1,0.06984263267960104
4,12,2,0.06209375458109342
5,12,0,0.8862759856220035
5,12,1,0.07585922378836887
5,12,2,0.06854460661305069
6,12,0,0.878321647198808
6,12,1,0.09361171020404004
6,12,2,0.06834763436443478
7,12,0,0.8773816817289698
7,12,1,0.11116898522729679
7,12,2,0.08015189842387992
8,12,0,0.8788980934970199
8,12,1,0.12021295619979439
8,12,2,0.06311924123218404
9,12,0,0.8737852117985654
9,12,1,0.13773519759184327
9,12,2,0.061275745920621155
10,12,0,0.8812727513392132
10,12,1,0.1298210033752352
10,12,2,0.03973121926241907
11,12,0,0.8812206799873243
11,12,1,0.1292570973320694
11,12,2,0.020461592923280394
12,12,0,0.8972762462972274
12,12,1,0.14755105648983163
12,12,2,0.019703379492540845
13,12,0,0.888503445043824
13,12,1,0.16490931264827877
13,12,2,0.02314517308761576
14,12,0,0.8841698593729489
14,12,1,0.17345280428413912
14,12,2,0.014888611011268194
15,12,0,0.8787784266379699
15,12,1,0.18822291760364868
15,12,2,0.03305544812080004
16,12,0,0.8788502439737947
16,12,1,0.18318414251320153
16,12,2,0.04100744823963013
17,12,0,0.8719954281843953
17,12,1,0.16521805861473027
17,12,2,0.06558926262660578
18,12,0,0.860918478476132
18,12,1,0.1828186117068524
18,12,2,0.07921972144340525
19,12,0,0.8609184784760947
19,12,1,0.18281861170687694
19,12,2,0.07921972144341836
20,12,0,0.8609184784761446
20,12,1,0.18281861170685515
20,12,2,0.079219721443456
21,12,0,0.8767502184916641
21,12,1,0.15747266356954992
21,12,2,0.1105828759791719
22,12,0,0.8708453369647342
22,12,1,0.1474275928238352
22,12,2,0.11301111326932295
23,12,0,0.8611814833473731
23,12,1,0.14105348768857087
23,12,2,0.11972132332709579
24,12,0,0.8490037408869342
24,12,1,0.13723032252967773
24,12,2,0.13052202857725242
25,12,0,0.855285790676831
25,12,1,0.12811006014257634
25,12,2,0.1264086466343281
26,12,0,0.893750267194924
26,12,1,0.1718210464592162
26,12,2,0.13649930157641385
27,12,0,0.8725663948331144
27,12,1,0.1513417644939176
27,12,2,0.16370785728137577
28,12,0,0.8725663948330922
28,12,1,0.15134176449389666
28,12,2,0.16370785728141538
29,12,0,0.8777369400005779
29,12,1,0.15884741521199297
29,12,2,0.17277139304455272
30,12,0,0.8672782250055194
30,12,1,0.15000477180463823
30,12,2,0.17135884523117803
31,12,0,0.8559650319076977
31,12,1,0.12086604018885354
31,12,2,0.1734441156806786
32,12,0,0.8458294357311639
32,12,1,0.1169010747632179
32,12,2,0.16556901868282126
33,12,0,0.8553263531945094
33,12,1,0.11439298962700983
33,12,2,0.17852154066756393
34,12,0,0.8637526112370828
34,12,1,0.11059340756349506
34,12,2,0.19566755872592884
35,12,0,0.8626819518154916
35,12,1,0.1093019106362251
35,12,2,0.1998610548003151
36,12,0,0.17577962061803268
36,12,1,0.1401266689019596
36,12,2,0.8407012412967848
37,12,0,0.18857734781896768
37,12,1,0.1295174350955455
37,12,2,0.8032771221316846
38,12,0,0.17584306181871265
38,12,1,0.13173887170406473
38,12,2,0.8080845390897651
39,12,0,0.17584306181869747
39,12,1,0.1317388717040674
39,12,2,0.8080845390897707
40,12,0,0.17584306181863124
40,12,1,0.13173887170409712
40,12,2,0.808084539089827
41,12,0,0.11624277832127555
41,12,1,0.16581794571037037
41,12,2,0.8491560275210561
42,12,0,0.11219448457487236
42,12,1,0.17494155464431377
42,12,2,0.843093032223527
43,12,0,0.10964639182662426
43,12,1,0.18716180114997388
43,12,2,0.8483266934792353
44,12,0,0.09987079913328883
44,12,1,0.1938460411578737
44,12,2,0.8535288918932836
45,12,0,0.09987079913318625
45,12,1,0.19384604115788412
45,12,2,0.8535288918932428
46,12,0,0.06011842847359888
46,12,1,0.1953848918874131
46,12,2,0.8440782298958523
47,12,0,0.034676967290077125
47,12,1,0.1664577309995897
47,12,2,0.8455580043693528
48,12,0,0.034676967290016396
48,12,1,0.1664577309994885
48,12,2,0.8455580043693396
49,12,0,0.02870936718202261
49,12,1,0.17269952559910096
49,12,2,0.8564466822895956
0,13,0,0.8764672778920931
0,13,1,0.0071569284956380045
0,13,2,0.05098348978851332
1,13,0,0.8772217546559095
1,13,1,0.012012699940986646
1,13,2,0.05386054645499426
2,13,0,0.872516652543309
2,13,1,0.030936345776193617
2,13,2,0.03013166143370929
3,13,0,0.8760817681955739
3,13,1,0.05521695914192934
3,13,2,0.06506762034653027
4,13,0,0.8751235949447449
4,13,1,0.06859840059406842
4,13,2,0.05529920805219779
5,13,0,0.8787916299337134
5,13,1,0.08483307269240442
5,13,2,0.062445502334689235
6,13,0,0.8713072742454353
6,13,1,0.09380692159644058
6,13,2,0.05634639805635666
7,13,0,0.8780721143126283
7,13,1,0.10557019753466634
7,13,2,0.06147612527740822
8,13,0,0.8855273869635091
8,13,1,0.11173468578026102
8,13,2,0.047930079352027734
9,13,0,0.8796562993810261
9,13,1,0.12473494168604705
9,13,2,0.054602912636309446
10,13,0,0.8812206799873102
10,13,1,0.12925709733206353
10,13,2,0.020461592923305176
11,13,0,0.8811686086354164
11,13,1,0.1286931912888818
11,13,2,0.0011919665841426232
12,13,0,0.8759409341287377
12,13,1,0.14166266917200382
12,13,2,0.016359395285091484
13,13,0,0.8722359548374782
13,13,1,0.16720765247787894
13,13,2,0.01895739399006216
14,13,0,0.8729973024451947
14,13,1,0.17349540518927303
14,13,2,0.012672678992097374
15,13,0,0.8753124061800621
15,13,1,0.18342149188687026
15,13,2,0.03967033117830153
16,13,0,0.8683803652642519
16,13,1,0.173818640453337
16,13,2,0.052900097293368864
17,13,0,0.8719954281843788
17,13,1,0.16521805861469946
17,13,2,0.06558926262664544
18,13,0,0.8627631654030011
18,13,1,0.16027247484595342
18,13,2,0.06834960742040344
19,13,0,0.8590419155400505
19,13,1,0.16805262363876394
19,13,2,0.07316388187374263
20,13,0,0.8590419155400432
20,13,1,0.16805262363873508
20,13,2,0.07316388187377293
21,13,0,0.8514272919887053
21,13,1,0.13875869195015786
21,13,2,0.09627879085985874
22,13,0,0.860181697833003
22,13,1,0.14884909179424494
22,13,2,0.11203171049947024
23,13,0,0.85691211827011
23,13,1,0.14058752903634697
23,13,2,0.12358239358538825
24,13,0,0.8569121182701117
24,13,1,0.1405875290363313
24,13,2,0.12358239358540755
25,13,0,0.8759472679779007
25,13,1,0.16558617452833188
25,13,2,0.13169185277358697
26,13,0,0.8937502671949625
26,13,1,0.1718210464592792
26,13,2,0.1364993015764308
27,13,0,0.8937502671949172
27,13,1,0.171821046459263
27,13,2,0.13649930157647386
28,13,0,0.8747902870968998
28,13,1,0.16503739709547038
28,13,2,0.1545542647371455
29,13,0,0.8672782250055245
29,13,1,0.15000477180466934
29,13,2,0.17135884523115588
30,13,0,0.8568195100104534
30,13,1,0.1411621283973099
30,13,2,0.1699462974177991
31,13,0,0.8568195100104403
31,13,1,0.14116212839728098
31,13,2,0.16994629741779388
32,13,0,0.8458294357311684
32,13,1,0.11690107476323651
32,13,2,0.16556901868284704
33,13,0,0.8496896991124169
33,13,1,0.13251682091885864
33,13,2,0.18719771568879534
34,13,0,0.8496896991124214
34,13,1,0.13251682091887726
34,13,2,0.18719771568882115
35,13,0,0.17577962061719846
35,13,1,0.140126668902009
35,13,2,0.8407012412975935
36,13,0,0.17577962061719846
36,13,1,0.140126668902009
36,13,2,0.8407012412975936
37,13,0,0.17577962061719846
37,13,1,0.140126668902009
37,13,2,0.8407012412975935
38,13,0,0.1634108043918346
38,13,1,0.12998995119936482
38,13,2,0.8242519637916011
39,13,0,0.1634108043918346
39,13,1,0.12998995119936482
39,13,2,0.8242519637916011
40,13,0,0.12029107206778157
40,13,1,0.1566943367763633
40,13,2,0.8552190228185114
41,13,0,0.12029107206767875
41,13,1,0.156694336776427
41,13,2,0.8552190228185851
42,13,0,0.11204252639508963
42,13,1,0.16858048294853958
42,13,2,0.8501838828501095
43,13,0,0.10364202254272069
43,13,1,0.1741055574248559
43,13,2,0.8522395935082185
44,13,0,0.10175641083800371
44,13,1,0.18397579929135896
44,13,2,0.8528842427007624
45,13,0,0.08117703801611717
45,13,1,0.18363838358481344
45,13,2,0.8714682668337872
46,13,0,0.07022555959645237
46,13,1,0.19628022944658668
46,13,2,0.8667793594519425
47,13,0,0.05247928578932872
47,13,1,0.1948769203240457
47,13,2,0.8632672246640559
48,13,0,0.03473301198219343
48,13,1,0.19347361120156256
48,13,2,0.8597550898761871
49,13,0,0.022741767074021646
49,13,1,0.17894132019868866
49,13,2,0.8673353602098479
0,14,0,0.8790847285339572
0,14,1,0.012403029100953634
0,14,2,0.05358070125440711
1,14,0,0.878730708183545
1,14,1,0.0217242428316609
1,14,2,0.05961465978798475
2,14,0,0.8774062381895601
2,14,1,0.038470600986796666
2,14,2,0.06234114006728692
3,14,0,0.8760817681955795
3,14,1,0.055216959141942336
3,14,2,0.06506762034658357
4,14,0,0.8751235949447306
4,14,1,0.06859840059407572
4,14,2,0.05529920805217037
5,14,0,0.8736174981147874
5,14,1,0.08456839026155032
5,14,2,0.05033139561743643
6,14,0,0.872111401284847
6,14,1,0.10053837992901392
6,14,2,0.04536358318269534
7,14,0,0.8638509057800473
7,14,1,0.10798441220100906
7,14,2,0.04167004335165918
8,14,0,0.8594358725276479
8,14,1,0.11108608010112718
8,14,2,0.04431807178479352
9,14,0,0.8559614636047003
9,14,1,0.1185576027539249
9,14,2,0.044310775531956274
10,14,0,0.8668278316585668
10,14,1,0.12736115834780629
10,14,2,0.022747722931628668
11,14,0,0.8759409341287305
11,14,1,0.14166266917200554
11,14,2,0.016359395285097753
12,14,0,0.8707132596220589
12,14,1,0.15463214705512582
12,14,2,0.03152682398604034
13,14,0,0.8662690025697412
13,14,1,0.1640850765747372
13,14,2,0.020991785479462656
14,14,0,0.8618247455174265
14,14,1,0.17353800609437187
14,14,2,0.010456746972877951
15,14,0,0.8540629451925955
15,14,1,0.17593212819232074
15,14,2,0.020255297513295367
16,14,0,0.8683803652641946
16,14,1,0.17381864045331216
16,14,2,0.052900097293358095
17,14,0,0.8560508736457122
17,14,1,0.15661562790856934
17,14,2,0.06197108012686644
18,14,0,0.8572521524845809
18,14,1,0.1475467422843722
18,14,2,0.06629567776080807
19,14,0,0.8586232942141644
19,14,1,0.15837955566756268
19,14,2,0.06940573143767621
20,14,0,0.8550252931014202
20,14,1,0.14856912380887416
20,14,2,0.08284226114874814
21,14,0,0.8514272919886843
21,14,1,0.1387586919501338
21,14,2,0.09627879085982119
22,14,0,0.8495180587012824
22,14,1,0.15027059076466676
22,14,2,0.11105230772963635
23,14,0,0.8537396271714761
23,14,1,0.16055370143809258
23,14,2,0.11455143543181946
24,14,0,0.8670457683693804
24,14,1,0.16246873856288016
24,14,2,0.1292881283721591
25,14,0,0.87717941846866
25,14,1,0.18434994808941907
25,14,2,0.13499386315892403
26,14,0,0.8854648428318111
26,14,1,0.17808549727434914
26,14,2,0.13574658236767745
27,14,0,0.8770141793607241
27,14,1,0.17873302969704327
27,14,2,0.1454006721928433
28,14,0,0.8770141793607041
28,14,1,0.17873302969705152
28,14,2,0.1454006721928539
29,14,0,0.87701417936068
29,14,1,0.17873302969700672
29,14,2,0.1454006721928832
30,14,0,0.8568195100104394
30,14,1,0.14116212839731135
30,14,2,0.16994629741781708
31,14,0,0.8452342064688498
31,14,1,0.14238841741785577
31,14,2,0.18503212630533575
32,14,0,0.849689699112416
32,14,1,0.13251682091888903
32,14,2,0.18719771568881854
33,14,0,0.8496896991124214
33,14,1,0.13251682091887726
33,14,2,0.18719771568882115
34,14,0,0.8496896991116362
34,14,1,0.13251682091890574
34,14,2,0.1871977156895634
35,14,0,0.19115485256190975
35,14,1,0.15640525669912783
35,14,2,0.8097568388812983
36,14,0,0.17577962061721086
36,14,1,0.14012666890203684
36,14,2,0.840701241297554
37,14,0,0.1708195415120149
37,14,1,0.1472083947068665
37,14,2,0.8384758994755797
38,14,0,0.1509785469649983
38,14,1,0.1282410306947079
38,14,2,0.8404193884934267
39,14,0,0.15097854696497176
39,14,1,0.12824103069466225
39,14,2,0.8404193884934316
40,14,0,0.15097854696490295
40,14,1,0.1282410306947413
40,14,2,0.8404193884934458
41,14,0,0.12091819307534937
41,14,1,0.15173082459575157
41,14,2,0.8474122743579492
42,14,0,0.11106399964502345
42,14,1,0.1552764429816627
42,14,2,0.846573796291473
43,14,0,0.10120980621468834
43,14,1,0.1588220613675704
43,14,2,0.8457353182249975
44,14,0,0.08896633251208422
44,14,1,0.16203815481917347
44,14,2,0.8611870559319031
45,14,0,0.09212851643576103
45,14,1,0.1709965377230387
45,14,2,0.8761571742156598
46,14,0,0.08004823967776149
46,14,1,0.1747156417802177
46,14,2,0.8659220440682809
47,14,0,0.08004823967769574
47,14,1,0.17471564178026577
47,14,2,0.8659220440682746
48,14,0,0.03473301198221248
48,14,1,0.19347361120147635
48,14,2,0.8597550898762034
49,14,0,0.040060497442997604
49,14,1,0.16937616277675094
49,14,2,0.8643326012480321
0,15,0,0.8731052438093527
0,15,1,0.02320463752966381
0,15,2,0.06175660617968298
1,15,0,0.8737582227901006
1,15,1,0.03016212334431765
1,15,2,0.06696294505549603
2,15,0,0.863490589423051
2,15,1,0.03810770536850098
2,15,2,0.06612587548368014
3,15,0,0.8760817681955511
3,15,1,0.05521695914194737
3,15,2,0.0650676203465722
4,15,0,0.8751235949447236
4,15,1,0.06859840059407109
4,15,2,0.05529920805214049
5,15,0,0.8682884755695905
5,15,1,0.07809497174166428
5,15,2,0.020471841587909257
6,15,0,0.86561253730261
6,15,1,0.09893268420496758
6,15,2,0.03552077997100077
7,15,0,0.8600054435276129
7,15,1,0.11232877657289848
7,15,2,0.03532847508746371
8,15,0,0.8573094569123223
8,15,1,0.1164813273602547
8,15,2,0.04131667538378746
9,15,0,0.8524870546817174
9,15,1,0.12602912540673078
9,15,2,0.04430347927911471
10,15,0,0.8524870546817047
10,15,1,0.12602912540674716
10,15,2,0.044303479279050866
11,15,0,0.8550512415492134
11,15,1,0.14373663458505706
11,15,2,0.014318114617214772
12,15,0,0.8636472251538811
12,15,1,0.14453437465859884
12,15,2,0.026877409457124492
13,15,0,0.838633893111479
13,15,1,0.1564531453934463
13,15,2,0.014690930954091814
14,15,0,0.854062945192563
14,15,1,0.17593212819231752
14,15,2,0.020255297513265328
15,15,0,0.8463011448677475
15,15,1,0.17832625029027216
15,15,2,0.03005384805367386
16,15,0,0.8396217904740801
16,15,1,0.17451064719292453
16,15,2,0.04282245786934216
17,15,0,0.8389050402681623
17,15,1,0.15708208282661595
17,15,2,0.054028299993156614
18,15,0,0.8502032247614896
18,15,1,0.15744013168971163
18,15,2,0.0655464088079737
19,15,0,0.8544524815317266
19,15,1,0.16769156995813017
19,15,2,0.07631524866992859
20,15,0,0.8494930863544967
20,15,1,0.16058662060236314
20,15,2,0.08721708580375333
21,15,0,0.8445336911772636
21,15,1,0.1534816712466131
21,15,2,0.09811892293759111
22,15,0,0.8506709818400708
22,15,1,0.15819635804093296
22,15,2,0.10907393126706799
23,15,0,0.857961195641666
23,15,1,0.17083681211154225
23,15,2,0.11805056313399183
24,15,0,0.857961195641674
24,15,1,0.1708368121115803
24,15,2,0.11805056313403674
25,15,0,0.8613240652057356
25,15,1,0.18679835519447435
25,15,2,0.13688258519748076
26,15,0,0.85583726641612
26,15,1,0.17415831133063017
26,15,2,0.14121365296007293
27,15,0,0.8448636688369272
27,15,1,0.14887822360297737
27,15,2,0.149875788485252
28,15,0,0.8770141793606658
28,15,1,0.1787330296970159
28,15,2,0.14540067219285926
29,15,0,0.8573752657666917
29,15,1,0.1739191317248081
29,15,2,0.16299392737751975
30,15,0,0.8414852793207578
30,15,1,0.15574682558521094
30,15,2,0.18280965443376965
31,15,0,0.845234206468836
31,15,1,0.14238841741785724
31,15,2,0.18503212630535373
32,15,0,0.8452342064688414
32,15,1,0.14238841741784547
32,15,2,0.18503212630535631
33,15,0,0.8496896991124214
33,15,1,0.13251682091887726
33,15,2,0.18719771568882115
34,15,0,0.19115485256271325
34,15,1,0.15640525669911876
34,15,2,0.8097568388805192
35,15,0,0.1911548525619281
35,15,1,0.15640525669914726
35,15,2,0.8097568388812615
36,15,0,0.18098719703696856
36,15,1,0.1518068257030111
36,15,2,0.8241163691784191
37,15,0,0.170819541512009
37,15,1,0.14720839470687494
37,15,2,0.838475899475577
38,15,0,0.16247075802671482
38,15,1,0.14976264716884746
38,15,2,0.8401974810760404
39,15,0,0.15340597980559265
39,15,1,0.1475988169799973
39,15,2,0.8384200292427347
40,15,0,0.14073516455063656
40,15,1,0.14481165314178487
40,15,2,0.8419868831423573
41,15,0,0.12154531408302001
41,15,1,0.14676731241507615
41,15,2,0.8396055258973132
42,15,0,0.1101614519848415
42,15,1,0.1451529388626737
42,15,2,0.8394182844195489
43,15,0,0.09877758988667434
43,15,1,0.14353856531029177
43,15,2,0.8392310429417758
44,15,0,0.08580414858837825
44,15,1,0.15307977191531594
44,15,2,0.8462169376481836
45,15,0,0.08896633251206831
45,15,1,0.1620381548191794
45,15,2,0.8611870559319319
46,15,0,0.08787034202970148
46,15,1,0.16381189169146862
46,15,2,0.8698957385419971
47,15,0,0.07812887261295313
47,15,1,0.15782298433957467
47,15,2,0.8639844582854973
48,15,0,0.05202855301147967
48,15,1,0.15834411258911024
48,15,2,0.8592747804355862
49,15,0,0.04871986262748876
49,15,1,0.16459358406576774
49,15,2,0.8628312217671268
0,16,0,0.8664727801040042
0,16,1,0.027048760143709473
0,16,2,0.06472617222913928
1,16,0,0.8641534164554499
1,16,1,0.033633301035242494
1,16,2,0.06940893822104799
2,16,0,0.8532229560559671
2,16,1,0.04605328739268877
2,16,2,0.06528880591186935
3,16,0,0.8526953927593196
3,16,1,0.04884451305829734
3,16,2,0.04788290165349068
4,16,0,0.8682884755695629
4,16,1,0.07809497174161036
4,16,2,0.02047184158784355
5,16,0,0.8682884755695822
5,16,1,0.07809497174164191
5,16,2,0.02047184158783162
6,16,0,0.8647207670953669
6,16,1,0.08393089611301514
6,16,2,0.025870281642861204
7,16,0,0.8643162988249741
7,16,1,0.10275070378177513
7,16,2,0.02246608179883354
8,16,0,0.851675939505459
8,16,1,0.12219380574192851
8,16,2,0.025905267668042124
9,16,0,0.8479291928799365
9,16,1,0.12285174548060052
9,16,2,0.03330160713507171
10,16,0,0.8433045499479533
10,16,1,0.1361370486169274
10,16,2,0.022396782701796358
11,16,0,0.8464552579445269
11,16,1,0.14293889451150232
11,16,2,0.001758819777284537
12,16,0,0.841241014722473
12,16,1,0.1519483950994589
12,16,2,0.010380227228484383
13,16,0,0.8136205610690108
13,16,1,0.16837191612827554
13,16,2,0.0025044524510441147
14,16,0,0.808359337854842
14,16,1,0.17859237960276841
14,16,2,0.008252475660133145
15,16,0,0.8339896353637238
15,16,1,0.18093311497333667
15,16,2,0.03538444241149245
16,16,0,0.8336591862863306
16,16,1,0.18812360846188547
16,16,2,0.04438522556119602
17,16,0,0.83506675666391
17,16,1,0.17536673056098018
17,16,2,0.05017866206505982
18,16,0,0.8409183960578043
18,16,1,0.1704295210017064
18,16,2,0.08503188313332156
19,16,0,0.8409183960578005
19,16,1,0.17042952100171316
19,16,2,0.08503188313340818
20,16,0,0.8433586235052406
20,16,1,0.17545552645353102
20,16,2,0.09032532990516566
21,16,0,0.8445336911772651
21,16,1,0.15348167124664527
21,16,2,0.09811892293758812
22,16,0,0.846047039262523
22,16,1,0.16611059530620362
22,16,2,0.11409852724784156
23,16,0,0.8468037133051525
23,16,1,0.1724250573359989
23,16,2,0.12208832940296678
24,16,0,0.8454687119428143
24,16,1,0.18924676229948953
24,16,2,0.13877130723599765
25,16,0,0.8454687119428111
25,16,1,0.18924676229952964
25,16,2,0.13877130723603745
26,16,0,0.8436481291338322
26,16,1,0.16804951922090813
26,16,2,0.14322034605043688
27,16,0,0.844863668836889
27,16,1,0.14887822360294178
27,16,2,0.14987578848525732
28,16,0,0.8384441979675986
28,16,1,0.15363373255613152
28,16,2,0.15674718448520844
29,16,0,0.8377363521726724
29,16,1,0.16910523375255188
29,16,2,0.18058718256216533
30,16,0,0.8377363521726793
30,16,1,0.16910523375256464
30,16,2,0.1805871825621856
31,16,0,0.8414852793207578
31,16,1,0.15574682558521094
31,16,2,0.18280965443376965
32,16,0,0.845234206468836
32,16,1,0.14238841741785724
32,16,2,0.18503212630535376
33,16,0,0.19353006249932667
33,16,1,0.17864050220157918
33,16,2,0.8138374738739393
34,16,0,0.1935300624993238
34,16,1,0.17864050220155267
34,16,2,0.8138374738739345
35,16,0,0.1911548525619058
35,16,1,0.15640525669918326
35,16,2,0.8097568388813282
36,16,0,0.17008064175387277
36,16,1,0.16440161174763418
36,16,2,0.8618028018797962
37,16,0,0.16700314713728465
37,16,1,0.15084456226329349
37,16,2,0.8410862069927055
38,16,0,0.16318675276255656
38,16,1,0.15448072981969585
38,16,2,0.8436965145098095
39,16,0,0.15461564411047798
39,16,1,0.14738279227666468
39,16,2,0.8433505460131899
40,16,0,0.14725419976328477
40,16,1,0.14006883003030093
40,16,2,0.8479350942870256
41,16,0,0.13439975692313452
41,16,1,0.14341807122268072
41,16,2,0.8437703100921771
42,16,0,0.10253566356936489
42,16,1,0.12910586500277907
42,16,2,0.8514759712562313
43,16,0,0.10066650966554641
43,16,1,0.1279409257959418
43,16,2,0.8466063610615419
44,16,0,0.09323532912696562
44,16,1,0.14051034885563066
44,16,2,0.8464116493548585
45,16,0,0.0956924443816246
45,16,1,0.15290814160271116
45,16,2,0.8738694330156729
46,16,0,0.09569244438163638
46,16,1,0.15290814160271096
46,16,2,0.873869433015706
47,16,0,0.07716918908054896
47,16,1,0.14937665561925315
47,16,2,0.8630156653941056
48,16,0,0.05864593377946151
48,16,1,0.1458451696357953
48,16,2,0.8521618977725052
49,16,0,0.05348223761259904
49,16,1,0.15063914486939575
49,16,2,0.8570506061578248
0,17,0,0.8528776522868616
0,17,1,0.016987582821591875
0,17,2,0.066796340001996
1,17,0,0.8585155343711572
1,17,1,0.025310441928430585
1,17,2,0.0681026391115183
2,17,0,0.8526953927593264
2,17,1,0.04884451305828827
2,17,2,0.04788290165350351
3,17,0,0.8521678294626719
3,17,1,0.05163573872390592
3,17,2,0.030476997395112004
4,17,0,0.8521678294626901
4,17,1,0.05163573872397397
4,17,2,0.03047699739509782
5,17,0,0.8598036634363758
5,17,1,0.08017519956859982
5,17,2,0.024529546168144012
6,17,0,0.866471726473652
6,17,1,0.09796166738618103
6,17,2,0.016034885154530946
7,17,0,0.868222685851953
7,17,1,0.11199243865938935
7,17,2,0.006199488666180431
8,17,0,0.8554226861309508
8,17,1,0.12153586600327587
8,17,2,0.01850892820100287
9,17,0,0.8462936926767577
9,17,1,0.12900270578085596
9,17,2,0.027980152176360427
10,17,0,0.8355291990193858
10,17,1,0.1426205058586915
10,17,2,0.03212992119300671
11,17,0,0.8354769601701212
11,17,1,0.1461316547107002
11,17,2,0.020331598629313278
12,17,0,0.8281740808533297
12,17,1,0.1547154581338949
12,17,2,0.010456442381992415
13,17,0,0.8083593378548152
13,17,1,0.17859237960276278
13,17,2,0.008252475660116283
14,17,0,0.8030981146406118
14,17,1,0.18881284307726431
14,17,2,0.01400049886916821
15,17,0,0.82200857493713
15,17,1,0.176349486167843
15,17,2,0.03171425361963298
16,17,0,0.8294346015535657
16,17,1,0.18178919834138918
16,17,2,0.04274064660721861
17,17,0,0.8326360434372369
17,17,1,0.18089450039443913
17,17,2,0.05212246064082682
18,17,0,0.8326360434372404
18,17,1,0.18089450039443622
18,17,2,0.05212246064090359
19,17,0,0.8380396873365454
19,17,1,0.17994619871754503
19,17,2,0.08808667161422651
20,17,0,0.8457988509526662
20,17,1,0.18048153190538438
20,17,2,0.09561877667693056
21,17,0,0.8392982022338865
21,17,1,0.18360555389332092
21,17,2,0.10550721473150773
22,17,0,0.8356462309686358
22,17,1,0.17401330256047065
22,17,2,0.12612609567192895
23,17,0,0.8356462309686392
23,17,1,0.1740133025604555
23,17,2,0.12612609567194175
24,17,0,0.8356462309686509
24,17,1,0.17401330256047368
24,17,2,0.12612609567195682
25,17,0,0.8430403592823041
25,17,1,0.1776351670298913
25,17,2,0.13989262483302664
26,17,0,0.840612006621797
26,17,1,0.16602357176025292
26,17,2,0.14101394243001583
27,17,0,0.8391668008523316
27,17,1,0.15776367895750534
27,17,2,0.1515027704668109
28,17,0,0.8320247270983085
28,17,1,0.1583892415093213
28,17,2,0.1636185804851596
29,17,0,0.8320247270983153
29,17,1,0.15838924150933403
29,17,2,0.16361858048517983
30,17,0,0.8377363521726575
30,17,1,0.1691052337525503
30,17,2,0.18058718256220174
31,17,0,0.8194505559871846
31,17,1,0.15707084129886204
31,17,2,0.19415278087215945
32,17,0,0.8194505559871628
32,17,1,0.1570708412988477
32,17,2,0.19415278087217566
33,17,0,0.19353006249932667
33,17,1,0.17864050220157918
33,17,2,0.8138374738739393
34,17,0,0.19353006249932667
34,17,1,0.17864050220157918
34,17,2,0.8138374738739393
35,17,0,0.18180535212658672
35,17,1,0.17152105697462172
35,17,2,0.8378201378769127
36,17,0,0.1700806417538468
36,17,1,0.1644016117476642
36,17,2,0.861802801879886
37,17,0,0.15921446908474662
37,17,1,0.17192721639976136
37,17,2,0.8540164991066166
38,17,0,0.16318675276250796
38,17,1,0.15448072981973623
38,17,2,0.8436965145098507
39,17,0,0.13725757135517452
39,17,1,0.16337765565091164
39,17,2,0.8758263979148723
40,17,0,0.14725419976327284
40,17,1,0.14006883003032872
40,17,2,0.8479350942870589
41,17,0,0.10440481747321745
41,17,1,0.13027080420958706
41,17,2,0.8563455814509568
42,17,0,0.10440481747316521
42,17,1,0.13027080420957807
42,17,2,0.8563455814509493
43,17,0,0.10253566356935748
43,17,1,0.12910586500275137
43,17,2,0.8514759712562691
44,17,0,0.10243234355689683
44,17,1,0.11582249140329137
44,17,2,0.8710084163544584
45,17,0,0.09245711331328674
45,17,1,0.10680241385300177
45,17,2,0.8676609049308035
46,17,0,0.09569244438160528
46,17,1,0.1529081416026016
46,17,2,0.8738694330156755
47,17,0,0.0728413091206349
47,17,1,0.1073022861728571
47,17,2,0.8547447255316714
48,17,0,0.05824461259771338
48,17,1,0.13668470567299304
48,17,2,0.8512699905485281
49,17,0,0.05784329141595715
49,17,1,0.12752424171025237
49,17,2,0.85037808332454
0,18,0,0.8424544430099822
0,18,1,0.028414055904710505
0,18,2,0.04366431431926106
1,18,0,0.8413248938782228
1,18,1,0.033792006509943004
1,18,2,0.03353554612233525
2,18,0,0.8390657956147137
2,18,1,0.04454790772043085
2,18,2,0.013278009728495957
3,18,0,0.8431161499616987
3,18,1,0.05413381425206325
3,18,2,0.01844745651126362
4,18,0,0.8513188513031121
4,18,1,0.08225542739547322
4,18,2,0.028587250748398383
5,18,0,0.851318851303164
5,18,1,0.08225542739555328
5,18,2,0.028587250748454807
6,18,0,0.8513188513031518
6,18,1,0.08225542739557573
6,18,2,0.028587250748395864
7,18,0,0.8682226858518826
7,18,1,0.11199243865941282
7,18,2,0.006199488666199631
8,18,0,0.8387363498273804
8,18,1,0.12183103325452209
8,18,2,0.01425161493905626
9,18,0,0.8376672995580372
9,18,1,0.1287608574559158
9,18,2,0.020211050357042945
10,18,0,0.8299878112829184
10,18,1,0.14772803481029914
10,18,2,0.029617988055327654
11,18,0,0.8244464235464509
11,18,1,0.15283556376190677
11,18,2,0.027106054917648593
12,18,0,0.8178381048283222
